ID,Year,Month,BranchCodeText,BranchCode,BranchName,AreaName,SAM,Region,Segment,AlertTotal,AlertClosed,AlertOutStanding,AlertRatio,AlertScore,STRRaised,STRRaisedScore,STRConverted,STRConvertedScore,CLTrainingTotal,CLTrainingClosed,CLTrainingOutStanding,CLTrainingRatio,CLTrainingScore,ELTrainingTotal,ELTrainingClosed,ELTrainingOutStanding,ELTrainingRatio,ELTrainingScore,KYCTotal,KYCclosed,KYCOutStanding,KYCRatio,KYCScore,BranchReviewTotal,BranchReviewClose,BranchReviewOutStanding,BranchReviewRatio,BranchReviewScore,PEPTotal,PEPClose,PEPOutstanding,PEPRatio,PEPScore,TOP100Ratio,TOP100Score,TotalScore,TotalScoreWOBonus,RankOrder,RegionRankOrder,Threshold,
35998,2019,09,0392,392,Paddidan Shahar,Khairpur,NO SAM,Sukkur,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,47,47,0,1,20,58,57,1,0.9827586,19.65517,0,0,0,1,0,1,15,99.65517,99.65517,844,25,Significantly Compliant,
34443,2019,09,0393,393,MANAWALA,Jaranwala,NO SAM,Faisalabad,Retail,0,0,0,1,25,,,,,2,2,0,1,10,3,3,0,1,10,187,186,1,0.9946524,19.89305,65,65,0,1,20,0,0,0,1,0,1,15,99.89305,99.89305,781,67,Significantly Compliant,
34923,2019,09,0394,394,MAMYAN; JHELUM,Jhelum-Cantt,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,1,1,0,1,10,22,22,0,1,20,27,27,0,1,20,0,0,0,1,0,1,15,100,100,244,50,Fully Compliant,
35906,2019,09,0395,395,Langriali,Circular Road,NO SAM,Sialkot,Retail,2,2,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,247,247,0,1,20,94,87,7,0.9255319,18.51064,0,0,0,1,0,1,15,98.51064,98.51064,957,47,Significantly Compliant,
34610,2019,09,0396,396,JALALPUR JATTAN-MAIN,Jalalpur Jattan,NO SAM,Gujrat,Retail,9,9,0,1,25,,,,,0,0,0,1,10,9,9,0,1,10,449,158,291,0.3518931,7.037862,0,0,0,1,20,0,0,0,1,0,1,15,87.037862,87.037862,1379,72,Partially Compliant,
35573,2019,09,0397,397,Hajira,Rawalakot,NO SAM,Muzaffarabad,Retail,4,4,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,289,288,1,0.9965398,19.9308,101,101,0,1,20,0,0,0,1,0,1,15,99.9308,99.9308,769,28,Significantly Compliant,
35770,2019,09,0398,398,MOUZA JUNGPUR,Okara,NO SAM,Sahiwal,Retail,0,0,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,42,42,0,1,20,45,45,0,1,20,0,0,0,1,0,1,15,100,100,668,15,Fully Compliant,
35017,2019,09,0400,400,Muslim Town,Gulistan-e-Johar,SAM North,Karachi,Retail,25,13,12,0.52,13,,,,,0,0,0,1,10,16,16,0,1,10,762,701,61,0.9199475,18.39895,55,55,0,1,20,0,0,0,1,0,1,15,86.39895,86.39895,1389,130,Partially Compliant,
35250,2019,09,0401,401,CHAUBURJI; LAHORE,Old City,SAM City,Lahore,Retail,1,1,0,1,25,1,1,0,0,1,1,0,1,10,9,9,0,1,10,104,104,0,1,20,25,25,0,1,20,1,1,0,1,0,1,15,101,100,8,2,Fully Compliant,
35386,2019,09,0402,402,KHADIMABAD,Dadyal,NO SAM,Mirpur,Retail,0,0,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,132,132,0,1,20,46,46,0,1,20,0,0,0,1,0,1,15,100,100,437,30,Fully Compliant,
35431,2019,09,0403,403,MULTAN-NISHTER MEDICAL COLLEGE,Cantt Multan,NO SAM,Multan,Retail,6,6,0,1,25,,,,,0,0,0,1,10,10,10,0,1,10,173,153,20,0.884393,17.68786,57,57,0,1,20,0,0,0,1,0,1,15,97.68786,97.68786,1029,89,Significantly Compliant,
35660,2019,09,0404,404,Peshawar-University Campus ,Peshawar-Cantt,NO SAM,Peshawar,Retail,6,5,1,0.8333333,20.83333,,,,,2,2,0,1,10,10,10,0,1,10,239,239,0,1,20,44,44,0,1,20,0,0,0,1,0,0.3333333,5,85.83333,85.83333,1394,20,Partially Compliant,
34602,2019,09,0405,405,RAILWAY ROAD; GUJRAT,Gujrat City,NO SAM,Gujrat,Retail,6,6,0,1,25,,,,,0,0,0,1,10,5,5,0,1,10,207,207,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,168,3,Fully Compliant,
35933,2019,09,0406,406,Daska Main,Daska,NO SAM,Sialkot,Retail,21,11,10,0.5238096,13.09524,,,,,2,2,0,1,10,16,15,1,0.9375,9.375,458,458,0,1,20,39,39,0,1,20,1,1,0,1,0,1,15,87.47024,87.47024,1366,79,Partially Compliant,
34527,2019,09,0407,407,M.T.S Gate,Bank Square Gujranwala,NO SAM,Gujranwala,Retail,2,2,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,48,48,0,1,20,38,38,0,1,20,0,0,0,1,0,1,15,100,100,129,1,Fully Compliant,
35454,2019,09,0408,408,TAUNSA SHARIF,DG Khan Area,NO SAM,Multan,Retail,1,1,0,1,25,,,,,2,2,0,1,10,8,8,0,1,10,93,93,0,1,20,36,36,0,1,20,1,0,1,0,-5,1,15,95,95,1148,97,Significantly Compliant,
35615,2019,09,0409,409,Kaloor Kot-Main Bazar,D.I. Khan,NO SAM,Peshawar,Retail,3,1,2,0.3333333,8.333334,,,,,0,0,0,1,10,3,3,0,1,10,72,72,0,1,20,69,69,0,1,20,1,1,0,1,0,0.3333333,5,73.333334,73.333334,1595,85,Partially Compliant,
35387,2019,09,0410,410,RATTA,Dadyal,NO SAM,Mirpur,Retail,0,0,0,1,25,1,1,0,0,2,2,0,1,10,3,3,0,1,10,103,103,0,1,20,62,62,0,1,20,0,0,0,1,0,1,15,101,100,15,1,Fully Compliant,
35151,2019,09,0411,411,SAMANABAD; LAHORE,Allama Iqbal Town Area,SAM Towns,Lahore,Retail,2,2,0,1,25,,,,,1,1,0,1,10,7,7,0,1,10,194,187,7,0.9639176,19.27835,60,60,0,1,20,0,0,0,1,0,1,15,99.27835,99.27835,892,44,Significantly Compliant,
35661,2019,09,0412,412,Peshawar-Paf Cavagnary Road,Peshawar-Cantt,NO SAM,Peshawar,Retail,15,6,9,0.4,10,,,,,1,1,0,1,10,7,7,0,1,10,151,149,2,0.986755,19.7351,46,46,0,1,20,3,2,1,0.6666667,-5,0,0,64.7351,64.7351,1650,101,Marginally Compliant,
34818,2019,09,0413,413,Rawalpindi-Services,Kashmir Road,SAM Rawalpindi,Islamabad,Retail,11,1,10,0.09090909,2.272727,,,,,3,3,0,1,10,8,8,0,1,10,111,111,0,1,20,61,52,9,0.852459,17.04918,2,0,2,0,-5,1,15,69.321907,69.321907,1629,144,Marginally Compliant,
34430,2019,09,0414,414,GHULAM MUHAMMADABAD,Gole Cloth Market,NO SAM,Faisalabad,Retail,1,1,0,1,25,,,,,2,2,0,1,10,9,9,0,1,10,177,176,1,0.9943503,19.887,31,31,0,1,20,0,0,0,1,0,1,15,99.887,99.887,783,68,Significantly Compliant,
35489,2019,09,0415,415,KOT ADU,Layyah,NO SAM,Multan,Retail,1,1,0,1,25,,,,,0,0,0,1,10,9,9,0,1,10,153,141,12,0.9215686,18.43137,56,56,0,1,20,0,0,0,1,0,1,15,98.43137,98.43137,964,86,Significantly Compliant,
34739,2019,09,0416,416,Abbottabad-Jinnah Road,Abbottabad,SAM Semi Urban,Islamabad,Retail,6,2,4,0.3333333,8.333334,,,,,4,4,0,1,10,16,16,0,1,10,637,637,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,83.333334,83.333334,1448,113,Partially Compliant,
35676,2019,09,0417,417,Peshawar-Bank Square,Peshawar-City,NO SAM,Peshawar,Retail,9,4,5,0.4444444,11.11111,,,,,7,7,0,1,10,9,9,0,1,10,468,466,2,0.9957265,19.91453,41,41,0,1,20,1,0,1,0,-5,0,0,66.02564,66.02564,1643,99,Marginally Compliant,
35490,2019,09,0418,418,FATEHPUR DISTT. LAYYAH,Layyah,NO SAM,Multan,Retail,3,3,0,1,25,,,,,0,0,0,1,10,10,10,0,1,10,127,126,1,0.992126,19.84252,55,55,0,1,20,1,1,0,1,0,1,15,99.84252,99.84252,798,75,Significantly Compliant,
35464,2019,09,0419,419,MULTAN-BOHAR GATE,Hussain Agahi Multan,NO SAM,Multan,Retail,0,0,0,1,25,,,,,1,1,0,1,10,5,5,0,1,10,38,37,1,0.9736842,19.47368,55,55,0,1,20,0,0,0,1,0,1,15,99.47368,99.47368,876,81,Significantly Compliant,
35554,2019,09,0422,422,MAIN BRANCH ,Muzaffarabad,NO SAM,Muzaffarabad,Retail,6,6,0,1,25,,,,,2,2,0,1,10,13,13,0,1,10,248,240,8,0.9677419,19.35484,92,45,47,0.4891304,9.782609,1,1,0,1,0,1,15,89.137449,89.137449,1321,41,Partially Compliant,
35881,2019,09,0423,423,  University Of Sargodha                  ,Paf,NO SAM,Sargodha,Retail,1,1,0,1,25,,,,,0,0,0,1,10,10,9,1,0.9,9,58,58,0,1,20,63,63,0,1,20,0,0,0,1,0,1,15,99,99,917,37,Significantly Compliant,
35922,2019,09,0425,425,Sambrial,City,NO SAM,Sialkot,Retail,16,14,2,0.875,21.875,,,,,1,1,0,1,10,8,7,1,0.875,8.75,342,342,0,1,20,45,28,17,0.6222222,12.44444,0,0,0,1,0,1,15,88.06944,88.06944,1343,78,Partially Compliant,
34910,2019,09,0427,427,G.T. ROAD; GUJAR KHAN,G.T. Road Gujar Khan,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,3,3,0,1,10,7,7,0,1,10,656,656,0,1,20,44,44,0,1,20,0,0,0,1,0,1,15,100,100,223,32,Fully Compliant,
35846,2019,09,0428,428,  Jhawarian                                       ,Khushab,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,2,2,0,1,10,7,7,0,1,10,140,125,15,0.8928571,17.85714,65,65,0,1,20,0,0,0,1,0,1,15,97.85714,97.85714,1022,47,Significantly Compliant,
34719,2019,09,0429,429,Mohni Bazar Nawabshah,Nawabshah Area,NO SAM,Hyderabad,Retail,7,5,2,0.7142857,17.85714,,,,,0,0,0,1,10,4,4,0,1,10,67,67,0,1,20,49,49,0,1,20,0,0,0,1,0,1,15,92.85714,92.85714,1238,21,Significantly Compliant,
35465,2019,09,0430,430,MULTAN-PAK GATE,Hussain Agahi Multan,NO SAM,Multan,Retail,1,1,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,100,82,18,0.82,16.4,0,0,0,1,20,0,0,0,1,0,1,15,96.4,96.4,1086,92,Significantly Compliant,
35750,2019,09,0431,431,MIAN CHANNU MAIN BAZAR,Chichawatni,NO SAM,Sahiwal,Retail,5,5,0,1,25,,,,,3,3,0,1,10,9,9,0,1,10,408,404,4,0.990196,19.80392,74,74,0,1,20,1,1,0,1,0,1,15,99.80392,99.80392,807,80,Significantly Compliant,
35504,2019,09,0432,432,MUZAFFAR GARH-RAILWAY ROAD,Muzaffargarh,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,16,16,0,1,10,203,186,17,0.9162561,18.32512,55,55,0,1,20,1,1,0,1,0,1,15,98.32512,98.32512,977,87,Significantly Compliant,
34720,2019,09,0433,433,Shahpur Chakar,Nawabshah Area,NO SAM,Hyderabad,Retail,8,5,3,0.625,15.625,,,,,0,0,0,1,10,2,2,0,1,10,19,17,2,0.8947368,17.89474,110,110,0,1,20,0,0,0,1,0,1,15,88.51974,88.51974,1331,30,Partially Compliant,
34856,2019,09,0434,434,Rawalpindi-Narankari Bazar,SDV,SAM Rawalpindi,Islamabad,Retail,12,12,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,152,123,29,0.8092105,16.18421,34,32,2,0.9411765,18.82353,0,0,0,1,0,1,15,95.00774,95.00774,1125,67,Significantly Compliant,
35647,2019,09,0435,435,Lachi,Kohat,NO SAM,Peshawar,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,106,103,3,0.9716981,19.43396,40,38,2,0.95,19,0,0,0,1,0,0.25,3.75,87.18396,87.18396,1372,13,Partially Compliant,
35726,2019,09,0436,436,SHARIGH,Zarghoon,NO SAM,Quetta,Retail,6,6,0,1,25,,,,,2,2,0,1,10,3,3,0,1,10,17,17,0,1,20,73,73,0,1,20,0,0,0,1,0,1,15,100,100,688,7,Fully Compliant,
35989,2019,09,0438,438,Kashmore; City,Kashmore,NO SAM,Sukkur,Retail,0,0,0,1,25,,,,,0,0,0,1,10,5,5,0,1,10,73,73,0,1,20,65,63,2,0.9692308,19.38461,2,0,2,0,-5,1,15,94.38461,94.38461,1191,48,Significantly Compliant,
34500,2019,09,0439,439,MAMOON KANJAN,Samundri,NO SAM,Faisalabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,152,152,0,1,20,60,60,0,1,20,0,0,0,1,0,1,15,100,100,101,42,Fully Compliant,
35273,2019,09,0440,440,Pir Baba; Daggar,Bunir,NO SAM,Mardan,Retail,19,19,0,1,25,1,1,0,0,0,0,0,1,10,2,2,0,1,10,62,62,0,1,20,37,37,0,1,20,0,0,0,1,0,1,15,101,100,10,1,Fully Compliant,
35309,2019,09,0441,441,Par Hoti; Mardan,Mardan,NO SAM,Mardan,Retail,8,6,2,0.75,18.75,,,,,3,3,0,1,10,8,8,0,1,10,155,155,0,1,20,55,55,0,1,20,3,3,0,1,0,1,15,93.75,93.75,1214,94,Significantly Compliant,
35214,2019,09,0442,442,KHARAK WAHDAT RD; LAHORE,Johar Town,SAM Towns,Lahore,Retail,34,2,32,0.05882353,1.470588,,,,,0,0,0,1,10,9,9,0,1,10,240,50,190,0.2083333,4.166667,60,60,0,1,20,0,0,0,1,0,1,15,60.637255,60.637255,1658,124,Marginally Compliant,
35152,2019,09,0444,444,FEROZEPUR RD (ICHHRA) LAHORE,Allama Iqbal Town Area,SAM Towns,Lahore,Retail,9,5,4,0.5555556,13.88889,,,,,0,0,0,1,10,7,7,0,1,10,166,161,5,0.9698795,19.39759,60,60,0,1,20,0,0,0,1,0,1,15,88.28648,88.28648,1339,89,Partially Compliant,
35251,2019,09,0445,445,TIMBER MARKET (RAVI RD) LAHORE,Old City,SAM City,Lahore,Retail,12,12,0,1,25,,,,,0,0,0,1,10,8,7,1,0.875,8.75,169,169,0,1,20,79,35,44,0.443038,8.86076,3,3,0,1,0,1,15,87.61076,87.61076,1349,92,Partially Compliant,
34418,2019,09,0446,446,Sadiqabad-Ghalla Mandi,Shahi Road Ryk,NO SAM,Bahawalpur,Retail,9,9,0,1,25,,,,,3,3,0,1,10,12,12,0,1,10,210,210,0,1,20,70,70,0,1,20,0,0,0,1,0,1,15,100,100,41,12,Fully Compliant,
35466,2019,09,0447,447,MULTAN-SAMIJABAD,Hussain Agahi Multan,NO SAM,Multan,Retail,0,0,0,1,25,,,,,1,1,0,1,10,9,9,0,1,10,199,192,7,0.9648241,19.29648,0,0,0,1,20,0,0,0,1,0,1,15,99.29648,99.29648,891,82,Significantly Compliant,
35432,2019,09,0448,448,MULTAN-FACTORY AREA,Cantt Multan,NO SAM,Multan,Retail,7,7,0,1,25,,,,,1,1,0,1,10,7,7,0,1,10,166,166,0,1,20,68,68,0,1,20,0,0,0,1,0,1,15,100,100,323,6,Fully Compliant,
34474,2019,09,0449,449,Sitra Tower,Pmc,NO SAM,Faisalabad,Retail,2,2,0,1,25,,,,,2,2,0,1,10,9,9,0,1,10,70,70,0,1,20,65,65,0,1,20,5,2,3,0.4,-5,1,15,95,95,1139,91,Significantly Compliant,
34431,2019,09,0450,450,BHAWANA BAZAR,Gole Cloth Market,NO SAM,Faisalabad,Retail,0,0,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,44,44,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,66,7,Fully Compliant,
35847,2019,09,0451,451,  Naushera                                        ,Khushab,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,1,1,0,1,10,4,4,0,1,10,133,133,0,1,20,113,89,24,0.7876106,15.75221,0,0,0,1,0,1,15,95.75221,95.75221,1109,53,Significantly Compliant,
35375,2019,09,0453,453,CHAKSAWARI,Chakswari,NO SAM,Mirpur,Retail,0,0,0,1,25,,,,,2,2,0,1,10,8,8,0,1,10,218,218,0,1,20,70,70,0,1,20,0,0,0,1,0,1,15,100,100,429,32,Fully Compliant,
34770,2019,09,0454,454,Secretariate  A Block,Blue Area,SAM Islamaabad,Islamabad,Retail,0,0,0,1,25,,,,,2,2,0,1,10,7,7,0,1,10,65,25,40,0.3846154,7.692308,60,60,0,1,20,0,0,0,1,0,1,15,87.692308,87.692308,1348,101,Partially Compliant,
34839,2019,09,0455,455,Rawalpindi-Liaquat Road,Satellite Town Islamabad,SAM Rawalpindi,Islamabad,Retail,6,5,1,0.8333333,20.83333,,,,,3,2,1,0.6666667,6.666667,6,6,0,1,10,208,207,1,0.9951923,19.90385,56,56,0,1,20,0,0,0,1,0,1,15,92.403847,92.403847,1255,84,Significantly Compliant,
34752,2019,09,0457,457,Hazro,Attock,SAM Semi Urban,Islamabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,240,226,14,0.9416667,18.83333,51,51,0,1,20,0,0,0,1,0,1,15,98.83333,98.83333,931,52,Significantly Compliant,
35325,2019,09,0458,458,Madyan,Mingora,NO SAM,Mardan,Retail,8,8,0,1,25,,,,,3,3,0,1,10,5,5,0,1,10,163,163,0,1,20,57,57,0,1,20,1,0,1,0,-5,1,15,95,95,1151,93,Significantly Compliant,
34546,2019,09,0459,459,Mandiala Warriach,Model Town Gujranwala,NO SAM,Gujranwala,Retail,4,4,0,1,25,,,,,2,2,0,1,10,4,4,0,1,10,88,42,46,0.4772727,9.545454,78,78,0,1,20,0,0,0,1,0,1,15,89.545454,89.545454,1311,69,Partially Compliant,
34771,2019,09,0460,460,Foreign Affairs Building,Blue Area,SAM Islamaabad,Islamabad,Retail,17,4,13,0.2352941,5.882353,,,,,1,1,0,1,10,8,6,2,0.75,7.5,287,263,24,0.9163763,18.32753,61,61,0,1,20,2,0,2,0,-5,1,15,71.709883,71.709883,1613,138,Partially Compliant,
34444,2019,09,0461,461,SANGLA HILL,Jaranwala,NO SAM,Faisalabad,Retail,1,1,0,1,25,,,,,1,1,0,1,10,7,7,0,1,10,148,145,3,0.9797297,19.59459,30,30,0,1,20,0,0,0,1,0,1,15,99.59459,99.59459,852,75,Significantly Compliant,
34753,2019,09,0462,462,Ghor Gashti,Attock,SAM Semi Urban,Islamabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,72,68,4,0.9444444,18.88889,70,61,9,0.8714285,17.42857,0,0,0,1,0,1,15,96.31746,96.31746,1090,65,Significantly Compliant,
35677,2019,09,0463,463,Sunehri Masji Road Br.Peshawar Cantt,Peshawar-City,NO SAM,Peshawar,Retail,2,1,1,0.5,12.5,,,,,1,1,0,1,10,8,8,0,1,10,88,88,0,1,20,44,44,0,1,20,0,0,0,1,0,0,0,72.5,72.5,1606,90,Partially Compliant,
34592,2019,09,0464,464,Kutchery Chowk WZD,Wazirabad,NO SAM,Gujranwala,Retail,7,7,0,1,25,,,,,5,5,0,1,10,17,17,0,1,10,446,446,0,1,20,90,90,0,1,20,0,0,0,1,0,1,15,100,100,162,37,Fully Compliant,
35831,2019,09,0465,465,  Garh Maharaja More                      ,Jhung,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,1,1,0,1,10,7,7,0,1,10,66,66,0,1,20,118,105,13,0.8898305,17.79661,1,0,1,0,-5,1,15,92.79661,92.79661,1242,69,Significantly Compliant,
34639,2019,09,0466,466,LALA MUSA G.T. ROAD,Lalamusa,NO SAM,Gujrat,Retail,3,3,0,1,25,,,,,0,0,0,1,10,9,9,0,1,10,331,302,29,0.9123867,18.24773,83,83,0,1,20,0,0,0,1,0,1,15,98.24773,98.24773,985,45,Significantly Compliant,
34931,2019,09,0467,467,BEWAL,Kallar Sayidan,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,2,2,0,1,10,3,3,0,1,10,140,140,0,1,20,70,70,0,1,20,1,1,0,1,0,1,15,100,100,240,46,Fully Compliant,
34365,2019,09,0468,468,Yazman-Main Branch,Farid Gate,NO SAM,Bahawalpur,Retail,4,4,0,1,25,,,,,1,1,0,1,10,7,7,0,1,10,117,117,0,1,20,72,72,0,1,20,0,0,0,1,0,1,15,100,100,45,17,Fully Compliant,
34387,2019,09,0469,469,Haroonabad-Ghalla Mandi,Hasilpur,NO SAM,Bahawalpur,Retail,5,5,0,1,25,,,,,0,0,0,1,10,9,9,0,1,10,239,239,0,1,20,24,24,0,1,20,0,0,0,1,0,1,15,100,100,57,29,Fully Compliant,
35771,2019,09,0470,470,DEPALPUR,Okara,NO SAM,Sahiwal,Retail,1,1,0,1,25,,,,,1,1,0,1,10,12,12,0,1,10,161,161,0,1,20,66,66,0,1,20,0,0,0,1,0,1,15,100,100,669,16,Fully Compliant,
35310,2019,09,0472,472,Takht Bai,Mardan,NO SAM,Mardan,Retail,16,16,0,1,25,,,,,0,0,0,1,10,9,8,1,0.8888889,8.888889,137,136,1,0.9927008,19.85402,72,72,0,1,20,0,0,0,1,0,1,15,98.742909,98.742909,938,83,Significantly Compliant,
34458,2019,09,0473,473,WAPDA STEAM POWER STAT.,Madina Town,NO SAM,Faisalabad,Retail,2,2,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,126,126,0,1,20,31,31,0,1,20,0,0,0,1,0,1,15,100,100,88,29,Fully Compliant,
35476,2019,09,0475,475,JAHANIA,Khanewal,NO SAM,Multan,Retail,7,7,0,1,25,,,,,2,2,0,1,10,8,8,0,1,10,154,58,96,0.3766234,7.532467,56,56,0,1,20,1,1,0,1,0,1,15,87.532467,87.532467,1351,108,Partially Compliant,
34864,2019,09,0476,476,Skardu-Bazar Chowk Yadgar,Skardu,SAM Semi Urban,Islamabad,Retail,19,16,3,0.8421053,21.05263,1,1,0,0,0,0,0,1,10,11,10,1,0.9090909,9.090909,392,321,71,0.8188776,16.37755,70,70,0,1,20,0,0,0,1,0,1,15,92.521089,91.521089,1249,83,Significantly Compliant,
35491,2019,09,0477,477,KAPCO MOUZA HALA,Layyah,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,35,35,0,1,20,80,80,0,1,20,0,0,0,1,0,1,15,100,100,362,50,Fully Compliant,
34432,2019,09,0478,478, YARN MARKET.,Gole Cloth Market,NO SAM,Faisalabad,Retail,3,3,0,1,25,3,1,0,0,0,0,0,1,10,8,8,0,1,10,59,57,2,0.9661017,19.32203,65,65,0,1,20,0,0,0,1,0,1,15,100.32203,99.32203,25,2,Fully Compliant,
35298,2019,09,0480,480,Dargai,Dargai,NO SAM,Mardan,Retail,36,26,10,0.7222222,18.05556,,,,,0,0,0,1,10,8,8,0,1,10,311,311,0,1,20,62,62,0,1,20,0,0,0,1,0,1,15,93.05556,93.05556,1236,95,Significantly Compliant,
35109,2019,09,0481,481,Mauripur Village,Plaza,SAM West,Karachi,Retail,7,6,1,0.8571429,21.42857,,,,,1,1,0,1,10,8,8,0,1,10,129,129,0,1,20,86,5,81,0.05813954,0,0,0,0,1,0,1,15,76.42857,76.42857,1533,161,Partially Compliant,
35984,2019,09,0482,482,Daharki,F.F.C. Mirpur Mathelo,NO SAM,Sukkur,Retail,0,0,0,1,25,,,,,1,1,0,1,10,6,6,0,1,10,108,101,7,0.9351852,18.7037,94,94,0,1,20,0,0,0,1,0,1,15,98.7037,98.7037,939,33,Significantly Compliant,
35832,2019,09,0483,483,  Shorkot - Cantt.                               ,Jhung,NO SAM,Sargodha,Retail,1,1,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,125,124,1,0.992,19.84,134,91,43,0.6791045,13.58209,0,0,0,1,0,1,15,93.42209,93.42209,1228,68,Significantly Compliant,
35629,2019,09,0484,484,Torawaray,Hangu,NO SAM,Peshawar,Retail,0,0,0,1,25,,,,,0,0,0,1,10,2,2,0,1,10,5,5,0,1,20,50,50,0,1,20,0,0,0,1,0,0,0,85,85,1410,25,Partially Compliant,
35699,2019,09,0486,486,GAWADAR,Makran,NO SAM,Quetta,Retail,6,6,0,1,25,,,,,1,1,0,1,10,5,5,0,1,10,54,54,0,1,20,114,114,0,1,20,0,0,0,1,0,1,15,100,100,763,16,Fully Compliant,
34819,2019,09,0487,487,Rawalpindi-Dhoke Khu Kama,Kashmir Road,SAM Rawalpindi,Islamabad,Retail,4,0,4,0,0,,,,,0,0,0,1,10,7,7,0,1,10,370,370,0,1,20,73,73,0,1,20,0,0,0,1,0,1,15,75,75,1557,122,Partially Compliant,
34899,2019,09,0488,488,DINA,Dina,NO SAM,Jhelum,Retail,0,0,0,1,25,1,1,0,0,1,1,0,1,10,11,11,0,1,10,189,189,0,1,20,78,77,1,0.9871795,19.74359,0,0,0,1,0,1,15,100.74359,99.74359,24,4,Fully Compliant,
34820,2019,09,0489,489,Rawalpindi-P.A.F  Chaklala Base,Kashmir Road,SAM Rawalpindi,Islamabad,Retail,8,4,4,0.5,12.5,,,,,2,2,0,1,10,16,16,0,1,10,407,407,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,87.5,87.5,1363,104,Partially Compliant,
35137,2019,09,0490,490,Sir Syed Road,Sind Secretariate Area,SAM South,Karachi,Retail,17,17,0,1,25,1,1,0,0,2,2,0,1,10,9,9,0,1,10,184,184,0,1,20,63,63,0,1,20,0,0,0,1,0,1,15,101,100,6,1,Fully Compliant,
34900,2019,09,0491,491,KHUKHA,Dina,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,2,2,0,1,10,74,74,0,1,20,50,50,0,1,20,0,0,0,1,0,1,15,100,100,196,5,Fully Compliant,
35896,2019,09,0492,492,Kaurpur,Cantt,NO SAM,Sialkot,Retail,4,4,0,1,25,,,,,3,3,0,1,10,6,6,0,1,10,333,332,1,0.996997,19.93994,64,64,0,1,20,0,0,0,1,0,1,15,99.93994,99.93994,767,38,Significantly Compliant,
34536,2019,09,0493,493,Qila Didar Singh,Hafizabad,NO SAM,Gujranwala,Retail,11,10,1,0.9090909,22.72727,,,,,2,2,0,1,10,10,10,0,1,10,401,360,41,0.8977556,17.95511,125,102,23,0.816,16.32,1,0,1,0,-5,1,15,87.00238,87.00238,1382,73,Partially Compliant,
35630,2019,09,0495,495,Thall,Hangu,NO SAM,Peshawar,Retail,8,0,8,0,0,,,,,0,0,0,1,10,2,2,0,1,10,23,23,0,1,20,68,68,0,1,20,0,0,0,1,0,0.3333333,5,65,65,1644,100,Marginally Compliant,
35999,2019,09,0496,496,Tharu Shah,Khairpur,NO SAM,Sukkur,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,24,24,0,1,20,91,91,0,1,20,0,0,0,1,0,1,15,100,100,571,14,Fully Compliant,
34388,2019,09,0498,498,Hasilpur-Baldia Road,Hasilpur,NO SAM,Bahawalpur,Retail,3,3,0,1,25,,,,,1,1,0,1,10,15,15,0,1,10,210,209,1,0.9952381,19.90476,76,76,0,1,20,2,2,0,1,0,1,15,99.90476,99.90476,778,38,Significantly Compliant,
34501,2019,09,0499,499,ADDA MURIDWALA,Samundri,NO SAM,Faisalabad,Retail,0,0,0,1,25,,,,,0,0,0,1,10,5,5,0,1,10,75,75,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,102,43,Fully Compliant,
35054,2019,09,0502,502,Barkat E Hyderi,Hyderi Area,SAM North,Karachi,Retail,26,25,1,0.9615384,24.03846,,,,,1,1,0,1,10,12,12,0,1,10,104,104,0,1,20,55,55,0,1,20,0,0,0,1,0,1,15,99.03846,99.03846,915,55,Significantly Compliant,
